timestamp,fault_id,trial,system,identified_fault_type,correct,root_cause,confidence,affected_components,remediation,model,latency_ms,prompt_tokens,completion_tokens,error
2026-04-02T23:52:39.917886,F8,4,B,F6,0,Pods are failing to connect and report ready status due to network connectivity issues caused by evictions and disk pressure on nodes.,0.85,currencyservice|loadgenerator|adservice|paymentservice,Free up disk space on the affected nodes to reduce disk pressure.|Identify and resolve any resource contention or eviction issues for pods.|Check and correct readiness and liveness probe configurations to ensure they are not too strict.,gpt-4o-mini,4974,3304,190,
2026-04-02T23:56:54.991180,F8,5,A,F4,0,"Multiple pods were evicted due to low ephemeral storage, leading to container failures.",0.85,currencyservice|adservice|paymentservice|loadgenerator,Free up ephemeral storage on the nodes or increase storage resources.|Monitor resource usage and adjust resource allocations for the affected pods.,gpt-4o-mini,5371,2421,169,
2026-04-02T23:56:54.991180,F8,5,B,F8,1,"Service endpoints are misconfigured, preventing pods from being reachable.",0.85,adservice|cartservice|currencyservice|paymentservice|shippingservice,Check the endpoints associated with the affected services using 'kubectl get endpoints <service-name>'|Verify the service selectors against the pod labels to ensure they match and are correct|Update the service configuration if there are mismatches and redeploy the service|Monitor the services to confirm they are healthy and endpoints are correctly established,gpt-4o-mini,5431,3413,204,
2026-04-03T00:28:42.884256,F9,1,A,F4,0,"The node is experiencing disk pressure, leading to resource constraints that affect pod scheduling and stability.",0.9,k8s-worker03|paymentservice|shippingservice,Free up disk space on node k8s-worker03.|Consider adjusting resource requests and limits for workloads.|Monitor and potentially scale out the cluster to balance resources.,gpt-4o-mini,6699,3628,169,
2026-04-03T00:28:42.884256,F9,1,B,F9,1,The application is failing to start due to a missing secret necessary for its configuration.,0.9,cartservice|shippingservice|paymentservice,Identify the missing secret from the pod events.|Create the missing secret in the appropriate namespace.,gpt-4o-mini,3940,4542,136,
2026-04-03T00:31:26.128075,F9,2,A,F1,0,The pod resources were evicted due to low ephemeral storage on the node.,0.95,paymentservice-664d5cb896-jqfcn|currencyservice-858c775d59-kp2fw|shippingservice-865585fdff-lww4v,Increase the ephemeral storage available on the node.|Remove unused pods or resources to free up space.|Check and optimize the workloads to reduce storage consumption.,gpt-4o-mini,4288,4229,196,
2026-04-03T00:31:26.128075,F9,2,B,F9,1,The pod 'cartservice-65d8765c44-d67sg' failed due to a missing secret 'redis-cart-secret-nonexistent'.,0.9,cartservice|paymentservice|frontend,"Verify the existence of the secret 'redis-cart-secret-nonexistent' in the 'boutique' namespace.|If the secret is missing, create it using 'kubectl create secret generic redis-cart-secret-nonexistent --from-literal=key=value -n boutique'.|Redeploy the affected pods to ensure they pick up the new configuration.",gpt-4o-mini,4217,5143,225,
2026-04-03T00:34:10.060482,F9,3,A,F4,0,"Node k8s-worker03 is under disk pressure, leading to resource allocation issues and causing pod evictions.",0.9,paymentservice-664d5cb896-jqfcn|paymentservice-7c9754bcbb-2d2cw|shippingservice-865585fdff-lww4v,Free up disk space on k8s-worker03 to alleviate disk pressure.|Monitor and adjust resource limits for pods to prevent future evictions.|Consider moving some pods to other nodes to balance the resource utilization.,gpt-4o-mini,5618,3630,228,
2026-04-03T00:34:10.060482,F9,3,B,F9,1,Several services failed to start because of missing secrets and configmaps required for their configuration.,0.9,paymentservice|cartservice|shippingservice,Identify the missing secrets and configmaps from the warning logs.|Create the necessary secrets and configmaps in the appropriate namespace.|Redeploy the affected services to ensure they pick up the new configurations.,gpt-4o-mini,4014,4544,187,
2026-04-03T00:36:57.009672,F9,4,A,F4,0,"The node k8s-worker03 is under disk pressure, leading to resource availability issues.",0.9,k8s-worker03|paymentservice-664d5cb896-jqfcn|shippingservice-865585fdff-lww4v,Remove unused pods or increase the disk size of k8s-worker03.|Monitor disk usage and free up space as needed.|Consider adding more nodes or resources to handle the load.,gpt-4o-mini,5907,4137,201,
2026-04-03T00:36:57.009672,F9,4,B,F9,1,Missing or incorrectly referenced secrets/configmaps causing application startup failures.,0.85,paymentservice|checkoutservice|cartservice|shippingservice,Identify the missing secret/configMap based on the error messages.|Create the necessary secrets or configMaps with the expected keys.|Update pod specifications if the references to secrets/configMaps are incorrect.|Redeploy the affected pods to see if they start correctly.,gpt-4o-mini,6058,5051,194,
2026-04-03T00:39:43.966171,F9,5,A,F2,0,"Multiple containers in the adservice and cartservice pods are failing with errors indicating they are not ready, with some also exhibiting CrashLoopBackOff behavior.",0.85,adservice|cartservice|currencyservice|emailservice|shippingservice,"Investigate the logs of the failing containers for further details on the failure causes.|Adjust resource limits as necessary if Out of Memory (OOM) issues are indicated.|Ensure all necessary environment variables, secrets, and config maps are correctly configured and available.|Consider increasing the timeout values for health checks if the services require more time to become ready.|Redeploy the impacted services after making the necessary changes.",gpt-4o-mini,7954,4937,255,
2026-04-03T00:39:43.966171,F9,5,B,F9,1,"Several pods are failing due to missing ConfigMaps and Secrets, as indicated by multiple events reporting their absence.",0.9,paymentservice|checkoutservice|emailservice|cartservice,Identify the missing ConfigMaps and Secrets reported in the events.|Create the missing ConfigMaps and Secrets with the correct keys and values.|Redeploy the affected services/pods.,gpt-4o-mini,4399,5852,179,
2026-04-03T01:11:37.772301,F10,1,A,F4,0,"One of the nodes (k8s-worker03) is under disk pressure, which affects the readiness of several pods.",0.9,k8s-worker03|currencyservice|shippingservice|cartservice,"Free up disk space on k8s-worker03 by removing unnecessary files or logs.|If possible, move some workloads to other nodes to reduce pressure.|Monitor the node status and ensure it returns to a healthy state.",gpt-4o-mini,8742,3974,206,
2026-04-03T01:11:37.772301,F10,1,B,F10,1,"The namespace exceeded its resource quota limits, preventing new pods from being created.",0.95,frontend|cartservice|shippingservice,Identify and review the resource quota for the namespace using 'kubectl get resourcequota -n <namespace>'.|Consider increasing resource limits or reducing currently used resources to bring usage below the quota.,gpt-4o-mini,3624,4992,176,
2026-04-03T01:15:46.337072,F10,2,A,F10,1,"The namespace has exceeded its allocated resource quota, preventing new pods from being created.",0.95,frontend|replicaset,Review the resource quota set for the namespace.|Increase the quota for pods or reduce the number of currently running pods.,gpt-4o-mini,4492,3123,150,
2026-04-03T01:15:46.337072,F10,2,B,F10,1,"The namespace is exceeding its resource quota limits, preventing the creation of new pods.",0.95,frontend|cartservice|paymentservice,Review the resource quota settings in the namespace.|Reduce the number of pods or resources being used to comply with the quota.|Increase the resource quota limits if needed and within policy.,gpt-4o-mini,7633,4100,175,
2026-04-03T01:20:03.071545,F10,3,A,F10,1,"The namespace quota has been exceeded, preventing the creation of new pods.",0.9,frontend|shippingservice|cartservice,Identify and delete unnecessary pods to free up quota space.|Adjust the resource requests/limits to align with the quota settings.,gpt-4o-mini,4846,2700,164,
2026-04-03T01:20:03.071545,F10,3,B,F10,1,"The namespace has exceeded its resource quota, preventing new pods from being created.",0.95,frontend|shop|cartservice|paymentservice,Reduce the number of existing pods in the namespace to fall below the quota limits.|Adjust the ResourceQuota settings to allow for more resources if necessary.,gpt-4o-mini,5810,3677,164,
2026-04-03T01:23:50.888862,F10,4,A,F10,1,"The namespace quota for pods has been exceeded, preventing new pods from being created.",0.9,frontend|cartservice|paymentservice,Review the current resource quota in the namespace.|Delete unused or unnecessary pods to free up quota.|Consider increasing the resource quota if feasible.,gpt-4o-mini,4142,3723,162,
2026-04-03T01:23:50.888862,F10,4,B,F10,1,"The namespace has exceeded its resource quota, preventing the creation of new pods.",0.95,frontend|cartservice|paymentservice|shippingservice,Identify and delete unused or unnecessary pods to free up resources.|Review and increase the resource quotas if necessary to accommodate application requirements.,gpt-4o-mini,3394,4601,164,
2026-04-03T01:26:37.822034,F10,5,A,F10,1,"The namespace has exceeded its resource quota for pods, causing new pods to fail to be created.",0.85,frontend|checkoutservice|cartservice,Identify and delete unnecessary or stopped pods to free up quota.|Consider adjusting the resource quota limits in the namespace if more resources are needed.,gpt-4o-mini,4915,5186,173,
2026-04-03T01:26:37.822034,F10,5,B,F10,1,The namespace has exceeded its resource quota limits for pods and CPU requests.,0.95,frontend|cartservice|shippingservice|emailservice,Identify and delete unnecessary pods to free up resources.|Adjust the resource quota limits as necessary to accommodate the workloads.,gpt-4o-mini,2619,6204,150,
